,Sample_Point_(SP),Year,Latitude,Longitude,Depth,Rake_Abundance,Rake_Abundance_#,Alisma_gramineum,Benthic_Filamentous_Algae,Callitriche_hermaphroditica,Ceratophyllum_demersum,Chara_vulgaris,Elodea_sp.,Floating_Filamentous_Algae,Fontinalis_sp.,Heteranthera_dubia,Hydrocharis_morsus-ranae,Hypericum_ellipticum,Lemna_minor,Lemna_trisulca,Megalodonta_beckii,Myriophyllum_sibiricum,Myriophyllum_spicatum,Najas_flexilis,Najas_guadalupensis,Nitella_flexilis,Nitellopsis_obtusa,Nuphar_variegata,Nymphaea_odorata,Pithophora_sp.,Polygonum_amphibium,Potamogeton_amplifolius,Potamogeton_crispus,Potamogeton_crispus_turions,Potamogeton_foliosus,Potamogeton_gramineus,Potamogeton_illinoensis,Potamogeton_pectinatus,Potamogeton_praelongus,Potamogeton_pusillus,Potamogeton_richardsonii,Potamogeton_zosteriformis,Ranunculus_trichophyllus,Riccia_fluitans,Spirodela_polyrhiza,Stuckenia_pectinata,Stuckenia_vaginata,Utricularia_vulgaris,Vallisneria_americana,Wolffia_columbiana,Zannichellia_palustris
265,266,2021,42.9426494,75.8625223,,T,0.5, ,,,T,S, ,,T,T, ,, , , ,, ,T,T, ,S, , , ,, , ,, ,T, ,, , , , , ,, , ,, ,T, ,
266,267,2021,42.9430003,75.8619454,,T,0.5, ,,, ,T, ,, , , ,, , , ,, ,T, , ,T, , , ,, , ,, ,T, ,, , , ,T, ,, , ,, , , ,
267,268,2021,42.9433829,75.8627976,,M,62.5, ,,,S, ,S,, , , ,, , , ,, , , , , , , , ,, ,T,, , ,M,,T,T,T,S, ,, ,T,, ,S, ,
268,269,2021,42.9435759,75.8636029,,T,0.5, ,,,S, , ,, , , ,, , , ,, , ,T, , , , , ,, , ,, , ,S,,T,T, , , ,, ,T,, ,T, ,
269,270,2021,42.9439633,75.863017,,M,62.5, ,,,S, ,T,, , , ,, , , ,, , , , , , , , ,, , ,, , ,S,, ,T, ,M,T,, ,S,, ,T, ,
270,271,2021,42.9438943,75.8620015,,M,62.5, ,,, ,M,S,, , , ,, , , ,, ,T, , , , , , ,, , ,, , ,S,, , , ,T, ,, ,T,, ,S, ,
271,272,2021,42.944415,75.8622345,,M,62.5, ,,, ,S,S,, ,T, ,, , , ,, ,T,S, ,T, , , ,, , ,, , ,S,, , , ,T,T,, , ,, ,T, ,
272,273,2021,42.9445962,75.8629703,,S,13.0, ,,,T, ,T,, , , ,, , , ,, , , , , , , , ,, , ,, , ,S,, , , ,S, ,, , ,, ,T, ,
273,274,2021,42.9451239,75.8629946,,T,0.5, ,,,T, ,T,, , , ,, , , ,, , ,T, , , , ,T,, , ,, , , ,,S,T, ,S, ,, , ,, ,T, ,
274,275,2021,42.9456313,75.8626944,,S,13.0, ,,, ,S,S,, ,T, ,, , , ,, ,T,S, , , , , ,, , ,, ,S, ,, , , , , ,, , ,, ,T, ,
275,276,2021,42.9461594,75.8629479,,T,0.5, ,,, ,T,T,, , , ,, , , ,, ,T,T, , , , , ,, , ,, , , ,, ,T, , , ,, , ,, ,T, ,
276,277,2021,42.9467601,75.8633492,,T,0.5, ,,, , ,T,, ,T, ,, , , ,, , ,T, , , , , ,, , ,,T,T,T,, ,T,T, , ,, , ,, , , ,
277,278,2021,42.9474827,75.864002,,T,0.5, ,,, , ,T,, , , ,, , , ,, , ,T, , , , , ,, , ,,T, ,S,, , , ,T, ,, , ,, ,T, ,
278,279,2021,42.948238,75.8643577,,T,0.5, ,,, , ,T,, ,T, ,, , , ,, ,T,T, , , , , ,, , ,,T, ,T,,T,T, ,T,T,, , ,, ,T, ,
279,280,2021,42.9490292,75.8648116,,T,0.5, ,,, ,T, ,, , , ,, , , ,, ,T, , ,T, , , ,, , ,, , , ,, , , , , ,, , ,, ,T, ,
280,281,2021,42.9500374,75.86442,,S,13.0, ,,, ,S,T,, ,T, ,, , , ,, ,S,T, , , , , ,, , ,,T, ,S,, ,T, ,T,S,, ,T,, ,T, ,
281,282,2021,42.9503459,75.8651772,,T,0.5, ,,,T,T, ,, , , ,, , , ,, , ,T, ,T, , , ,, , ,, , ,T,, , , ,T, ,, , ,, , , ,
282,283,2021,42.9511007,75.8653115,,M,62.5, ,,,S, , ,, , , ,, , , ,, , ,T, , , , , ,, , ,, , ,S,, ,T, ,S, ,, ,S,, ,T, ,
283,284,2021,42.9514316,75.8640595,,M,62.5, ,,, ,S,T,, , , ,, , , ,, ,S,T, ,T, , , ,,S, ,, ,S, ,, , , ,T, ,, , ,, ,T, ,
284,285,2021,42.9521846,75.8644271,,T,0.5, ,,, ,T, ,, , , ,, , , ,, ,T,T, , , , , ,, , ,, ,T, ,, , , , , ,, , ,, , , ,
285,286,2021,42.9519156,75.8653291,,S,13.0, ,,, ,S,T,,T, , ,, , , ,, ,T,T, , , , , ,, , ,, , ,S,, , , , , ,, ,T,, ,T, ,
286,287,2021,42.9526089,75.8660617,,S,13.0, ,,, ,S,T,,T, , ,, , , ,, ,T,T, , , , , ,, , ,, , ,S,,T, , , , ,, , ,,T,T, ,
287,288,2021,42.9530069,75.8655404,,T,0.5, ,,, ,T, ,, , , ,, , , ,, ,T, , , , , , ,, , ,,T, , ,, , , , , ,, ,T,, ,T, ,
288,289,2021,42.9534451,75.8659849,,T,0.5, ,,, ,T,T,, ,T, ,, , , ,, ,S, , , , , , ,, , ,,T, ,S,, , ,T, , ,, , ,, ,T, ,
289,290,2021,42.9543054,75.8668946,,S,13.0, ,,, ,S, ,, ,T, ,, , , ,, ,S,T, , , , , ,, , ,,T, , ,, ,T, , , ,, , ,, ,S, ,
290,291,2021,42.955272,75.8673729,,T,0.5, ,,, ,S, ,, , , ,, , , ,, ,S,T, ,T, , , ,, , ,,T,T, ,, , , , , ,, , ,, ,T, ,
291,292,2021,42.956164,75.8674418,,T,0.5, ,,, ,T,T,, , , ,, , , ,, ,T, , ,T, , , ,, , ,, ,T, ,, , , , , ,, , ,, ,T, ,
292,293,2021,42.9569735,75.8674162,,S,13.0, ,,, ,S,T,, , , ,, , , ,, ,T,T, , , , , ,, , ,, ,T, ,, , , , , ,, , ,, ,T, ,
293,294,2021,42.95787,75.8675725,,T,0.5, ,,, ,T,T,,T,T, ,, , , ,, ,T,T, , , , , ,, , ,,T,T, ,, , , , , ,, , ,, ,T, ,
294,295,2021,42.9576552,75.8686008,,T,0.5, ,,, ,T,T,, , , ,, , , ,, ,T,T, ,T, , , ,, , ,, , ,T,, , , , , ,, ,T,, ,T, ,
295,296,2021,42.9578858,75.8695389,,S,13.0, ,,, , ,T,, ,T, ,, , , ,, ,T,T, , , , , ,, , ,,T, ,S,, , , , , ,, ,T,, ,T, ,
296,297,2021,42.9586886,75.869385,,T,0.5,T,,, ,T,T,, ,T, ,, , , ,, ,T, , , , , , ,, , ,,T, , ,, , , , , ,, , ,, ,T, ,
297,298,2021,42.9591254,75.8700775,,T,0.5, ,,, ,T, ,, , , ,, , , ,, ,T, , , , , , ,, , ,, , , ,, , , , , ,, , ,, , , ,
298,299,2021,42.9596503,75.8706272,,T,0.5, ,,, ,T, ,, ,T, ,, , , ,, ,T,T, , , , , ,, , ,,T, , ,, , ,T,T, ,, , ,, ,T, ,
299,300,2021,42.9604199,75.8713875,,T,0.5, ,,, ,T, ,, , , ,, , , ,, ,S, , ,T, , , ,, , ,, ,T, ,, ,T,S, , ,, ,T,, ,T, ,
300,301,2021,42.9612187,75.8718822,,T,0.5, ,,,T,T,T,, ,T, ,, , , ,, ,S,T, ,T, , , ,, , ,, ,S, ,, , ,T, , ,, ,T,, ,T, ,
301,302,2021,42.9618373,75.8722143,,T,0.5, ,,, , , ,, ,T, ,, , , ,, ,T,T, , , , , ,, , ,, , ,T,, ,T, , , ,, , ,, , , ,
302,303,2021,42.94849,75.86648,,O,0.0, ,,,T, ,T,, , , ,, , , ,, , ,T, , , , , ,, ,T,,T, , ,, , , , , ,, , ,, , , ,
303,304,2021,42.94836,75.86651,,T,0.5, ,,, , , ,, , , ,, , , ,, , ,T, , , , , ,, ,T,, , , ,, , , , , ,, , ,, , , ,
0,1,2022,,,,S,,,,,S,,T,,,,,,T,T,,,,,,,T,,,T,,,,,,,T,,,,,T,,,,T,,T,T,T,
1,2,2022,,,,S,,,,,S,,T,,,,,,T,T,,,,,,,T,,,T,,,,,,,T,,,,,T,,,,T,,T,T,T,
2,3,2022,,,,M,,,,,M,,T,,,,,,,,,,T,,,,T,,,S,,,,,,,,,T,T,,T,,,,,,,,T,
3,4,2022,,,,D,,,,,D,T,T,,,T,,,T,,,,S,,,,T,,,,,T,,,,,T,,,,,T,T,,,,,,S,T,
4,5,2022,,,,D,,,,,M,,T,,,T,,,T,,,,T,,,,S,S,,,,,,,,,T,,,,,T,T,,,T,,,T,T,
5,6,2022,,,,M,,,,,T,T,T,,,,,,,,,,,,,,S,S,,,,T,,,,,T,,,,,T,T,,,,,,,T,
6,7,2022,,,,M,,,,,,,T,,,T,,,,,,,,,,,M,,,,,,,T,,,T,,T,,,T,,,,,,,,,
7,8,2022,,,,M,,,,,S,,S,,,T,,,,,,,,,,,M,,,,,,T,T,,,,,T,,,T,T,,,T,,,,,
8,9,2022,,,,D,,,,,D,,T,,,,,,,,,,,,,,S,,,T,,,,T,,,,,,,,S,,,,,,,,,
9,10,2022,,,,M,,,,,T,,S,,T,,,,,,,,T,,,,S,,,S,,T,T,T,,,T,,,,,T,T,,,,,,T,,
10,11,2022,,,,S,,,,,T,,T,,,,,,,,,,T,,,,T,,,T,,,T,T,S,,,,,,,T,,,,,,,,,
11,12,2022,,,,M,,,,,,,,,,,,,,,,,T,,,,M,,,,,,,T,,,,,,,,T,,,,,,,,,
12,13,2022,,,,M,,,,,S,M,T,,,T,,,,,,,,,,,T,,,T,,T,,,,,,,,,,T,,,,,,,,,
13,14,2022,,,,D,,,,,T,D,T,,,T,,,,,,,,,,,,,,,,S,,,,,S,,,,,,,,,,,,,,
14,15,2022,,,,D,,,,,,T,T,,,,,,,,,,,,,,D,,,,,,,T,,,,,,,,T,,,,,,,,,
15,16,2022,,,,S,,,,,,,T,,,,,,,,,,T,,,,S,,,T,,,,T,S,,,,,,,T,,,,,,,,,
16,17,2022,,,,M,,,,,T,,S,,,,,,,,,,,,,,M,,,,,,,T,T,,,,,,,T,,,,,,,,,
17,18,2022,,,,D,,,,,S,,D,,,T,,,,,,,,,,,S,,,T,,,,T,,,S,,,,,S,,,,,,,,,
18,19,2022,,,,D,,,,,D,,S,,,,,,,,,,,,,,T,,,,,,,,T,,,,,,,S,,,,,,,,,
19,20,2022,,,,D,,,,,D,,D,,,,,,,,,,,,,,T,,,,,,,T,T,,,,,,,T,,,,,,,,,
20,21,2022,,,,D,,,,,,,T,,,,,,,,,,,,,,D,,,,,,,T,,,T,,,,,T,,,,S,,,,,
21,22,2022,,,,D,,,,,,M,S,,,S,,,,,,,,T,T,,S,,,,,T,,,,,S,,,,,T,,,,,,,T,,
22,23,2022,,,,D,,,,,T,M,S,,,T,,,,,,,T,T,,,T,,,,,,,T,,,T,,,,,,,,,,,,S,,
23,24,2022,,,,D,,,,,,T,S,,,T,,,,,,,,,,,M,,,,,,,,,,T,,,,,T,,,,S,,,,,
24,25,2022,,,,D,,,,,S,,,,,,,,,,,,,,,,D,,,,,,,T,,,,,,,,T,,,,,,,,,
25,26,2022,,,,D,,,,,S,,,,,,,,,,,,,,,,D,,,,,,,T,,,,,,,,,,,,,,,,,
26,27,2022,,,,D,,,,,D,,T,,,,,,,T,,,S,,,,T,,,S,,T,T,T,,,S,,,,,T,,,,,,,,,
27,28,2022,,,,S,,,,,,S,,,,,,,,,,,,,T,,T,,,,,,,,,,T,,,,,,,,,,,,,,
28,29,2022,,,,M,,,,,T,,T,,T,,,,,,,,T,T,S,,T,,,,,,,,,T,T,,,,,,T,,,,,,T,,
29,30,2022,,,,M,,,,,T,S,S,,,T,,,,,T,,S,,T,,T,,,,,T,,,T,,S,,,,,T,,,,T,,T,T,,
30,31,2022,,,,M,,,,,T,M,T,,,T,,,,,,,T,,T,,T,,,,,,,,,,T,,,,,,,,,,,T,T,,
31,32,2022,,,,M,,,,,,M,,,,,,,,,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
32,33,2022,,,,S,,,,,T,S,T,,,,,,,,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
33,34,2022,,,,D,,,,,,D,T,,T,,,,,,,,,T,,,T,,,,,,,,,,S,,,,,,,,,,,,,,
34,35,2022,,,,M,,,,,T,M,T,,T,,,,,,,,,,T,,T,,,T,,T,,,,,S,,,,,T,,,,,,T,T,,
35,36,2022,,,,D,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
36,37,2022,,,,M,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
37,38,2022,,,,D,,,,,D,T,T,,,T,,,,,,,,,T,,D,,,,,T,,,,,T,,T,,,T,,,,T,,,,,
38,39,2022,,,,D,,,,,D,,S,,,,,,,,,,T,,,,T,,,,,,,T,,,,,,,,T,,,,,,T,,,
39,40,2022,,,,D,,,,,M,S,T,,T,T,,,,,,,,T,,,S,,,,,T,,,,,T,,T,,,T,,,,,,,,,
40,41,2022,,,,D,,,,,,D,T,,T,,,,,,,,,,,,,,,T,,,,,,,T,,,,,T,,,,,,,T,,
41,42,2022,,,,D,,,,,T,,D,,T,,,,,,,,S,,,,D,,,S,,M,,,,,T,,,,,T,,,,,,,,,
42,43,2022,,,,D,,,,,M,,,,,,,,,,,,,,,,M,,,,,,,T,,,,,,,,T,,,,,,,,,
43,44,2022,,,,D,,,,,S,,T,,,,,,,,,,,,,,D,,,S,,,,T,S,,,,,,,T,,,,,,,,,
44,45,2022,,,,D,,,,,T,,,,,,,,,,,,,,,,D,,,,,,,T,,,,,,,,T,,,,,,,,,
45,46,2022,,,,S,,,,,T,T,T,,,T,,,,,,,T,,,,T,T,,,,,,,,,T,,,,,T,T,,,,,,,,
46,47,2022,,,,D,,,,,S,M,,,T,,,,,T,,,,,,,,M,,T,,,,,,T,,,,,,T,T,,,,,,,,
47,48,2022,,,,D,,,,,,,,,,,,,,,,,,,,,D,,,,,,,T,,,,,,,,T,,,,,,,,,
48,49,2022,,,,D,,,,,D,,S,,,,,,,,,,,,,,T,,,T,,,,T,M,,,,,,,T,,,,,,,,,
49,50,2022,,,,D,,,,,D,,,,,,,,,,,,,,,,S,,,T,,,,T,,,,,,,,T,,,,,,T,,,
50,51,2022,,,,D,,,,,S,,D,,,,,,,,,,,,,,S,,,T,,,,T,T,,,,,,,S,,,,T,,T,,,
51,52,2022,,,,D,,,,,S,,M,,,,,,,,,,,,,,T,,,T,,,,T,D,,,,,,,T,,,,,,,,,
52,53,2022,,,,D,,,,,D,,T,,,,,,,,,,,,,,,,,T,,,,T,S,,,,,,,S,,,,,,T,,,
53,54,2022,,,,D,,,,,D,,S,,,,,,,,,,,,,,T,,,T,,,T,T,,,,,,,,S,,,,,,T,,,
54,55,2022,,,,D,,,,,D,,S,,,,,,,,,,T,,,,T,,,T,,,,,,,T,,T,,,S,,,,,,,,,
55,56,2022,,,,M,,,,,,M,T,,T,,,,,,,,,,,,,,,,,T,T,,,,T,,,,,T,,,,,,,,,
56,57,2022,,,,M,,,,,,M,T,,,,,,,,,,,,,,T,,,,,T,,,,,T,,,,,T,,,,T,,,,,
57,58,2022,,,,D,,,,,S,,D,,,,,,,,,,,,T,,,,,T,,,,,,,T,,,,,S,T,,,,,,,,
58,59,2022,,,,T,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,
59,60,2022,,,,M,,,,,T,,T,,,,,,,,,,,,,,,,,T,,,,T,M,,,,,,,T,,,,,,,,,
60,61,2022,,,,M,,,,,M,,,,,,,,,,,,,,,,,,,T,,,,,T,,,,,,,T,,,,,,,,,
61,62,2022,,,,D,,,,,D,,T,,,,,,,,,,,,,,T,,,T,,,,T,T,,,,,,,T,,,,,,,,,
62,63,2022,,,,D,,,,,M,,T,,,,,,,,,,,,,,M,,,T,,,,T,T,,T,,,,,T,,,,,,,,,
63,64,2022,,,,D,,,,,T,S,S,,,,,,,,,,,,,,M,,,,,,,T,,,,,S,,,T,T,,,T,,,,,
64,65,2022,,,,D,,,,,M,T,M,,,,,,,T,,,T,,,,S,,T,,,T,,,,,,,,,,T,T,,,,,,,,
65,66,2022,,,,D,,,,,,D,T,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
66,67,2022,,,,D,,,,,D,M,T,,,,,,,,,,,,T,,T,,,,,T,,,,,S,,,,,T,,,,T,,,,,
67,68,2022,,,,M,,,,,T,M,S,,,T,,,,,,,T,,,T,,,,T,,T,,,,,S,,,,,T,,,,T,,,T,,
68,69,2022,,,,M,,,,,M,,M,,,,,,,,,,T,,,,,,,T,,,,T,T,,,,,,,T,,,,,,,,,
69,70,2022,,,,S,,,,,T,,,,,,,,,,,,,,,,,,,T,,,,T,S,,,,,,,T,,,,,,,,,
70,71,2022,,,,T,,,,,T,,,,,,,,,,,,,,,,,,,T,,,,T,T,,,,,,,T,,,,,,,,,
71,72,2022,,,,D,,,,,S,T,D,,,,,,,,,,T,,M,,,,,T,,T,,,,,S,,,,,T,T,,,T,,,S,,
72,73,2022,,,,M,,,,,T,M,T,,,,,,,,,,,,,,,,,,,T,,,,,T,,,,,,,,,T,,,,,
73,74,2022,,,,M,,,,,T,M,T,,T,,,,,,,T,,,T,,S,,,T,,,,,,,T,,,,,T,,,,T,,,T,,
74,75,2022,,,,D,,,,,D,,D,,,,,,,,,,,,S,,T,,,T,,T,,,,,,,S,,,T,T,,,,,T,T,,
75,76,2022,,,,T,,,,,,,,,,,,,,,,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,,,
76,77,2022,,,,S,,,,,T,,,,T,,,,,,,,,,,,,,,T,,,,T,S,,,,,,,T,,,,,,,,,
77,78,2022,,,,D,,,,,S,S,D,,,,,,,,,,T,,,,T,,,T,,T,,,,,T,,T,,,T,,,,,,,T,,
78,79,2022,,,,M,,,,,,M,,,T,,,,,,,,,,,,,,,,,,,,,,T,,,,,T,,,,,,,T,,
79,80,2022,,,,D,,,,,D,,T,,,,,,,,,,T,,,,,,,,,,,S,S,,,,,,,S,,,,,,T,,,
80,81,2022,,,,T,,,,,T,,T,,T,,,,,,,,,,,,,,,T,,,,,T,,,,,,,T,,,,,,,,,
81,82,2022,,,,D,,,,,D,,S,,,T,,,,,,,T,,,,T,,,,,T,,,,,,,T,,,T,,,,,,T,,,
82,83,2022,,,,S,,,,,,S,,,,,,,,,,,,,,,T,,,,,,,,,,T,,,,,,T,,,,,,T,,
83,84,2022,,,,M,,,,,,S,,,,,,,,,,,T,T,T,,T,,,,,,,,,,T,,,,,,,,,,,,T,,
84,85,2022,,,,D,,,,,D,,T,,T,,,,,,,,S,S,M,,T,,,,,,,,,,S,,T,,,,,,,,,T,S,,
85,86,2022,,,,D,,,,,D,,T,,,,,,,,,,T,T,T,,,,,,,,,,,,,,,,,T,,,,,,,,,
86,87,2022,,,,D,,,,,D,,T,,,,,,,,,,T,,T,,S,,,,,,,,,,,,S,,,T,,,,T,,T,,,
87,88,2022,,,,D,,,,,,D,T,,,,,,,,,,,,,,,,,,,,,,,,S,,T,,,,,,,,,,T,,
88,89,2022,,,,M,,,,,,M,T,,,,,,,,,,,,,,,,,,,,,,,,T,,T,,,,,,,,,,T,,
89,90,2022,,,,D,,,,,T,,T,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,M,,,,S,,,,,
90,91,2022,,,,D,,,,,S,,S,,,,,,,,,,S,,T,,,,,T,,,,,,,,,,T,,S,,,,S,,T,,,
91,92,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,T,,,,,,,,,,,T,,,,,T,,,,,,T,,,
92,93,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,T,,,,,,,,,,,,,,T,,,,,,,,,,
93,94,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,T,,,T,,,,,,,T,,,,,T,,,,,,,,,
94,95,2022,,,,S,,,,,T,S,,,,,,,,,,,,T,,,T,,,,,,,,,,T,,,,,,,,,,,,,,
95,96,2022,,,,S,,,,,T,S,,,,,,,,,,,,T,T,,T,,,,,,,,,T,,,,,,T,,,,,,S,,,
96,97,2022,,,,M,,,,,S,,T,,T,,,,,,,,S,,,,,,,S,,,,,,,,,,,,T,T,,,T,T,T,,,
97,98,2022,,,,D,,,,,,S,S,,T,,,,,,,,T,,,,T,,,S,,S,,,,,,,T,,,T,T,,,T,,T,T,,
98,99,2022,,,,S,,,,,,S,,,T,,,,,,,,,T,,,,,,,,T,,,,,,,T,,,,,,,,,,T,,
99,100,2022,,,,D,,,,,,D,T,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,T,,,,T,,,,,
100,101,2022,,,,M,,,,,T,,T,,S,,,,,,,,,,,,,,,S,,,,,,,S,,,,,T,,,,T,,T,T,,
101,102,2022,,,,S,,,,,T,T,T,,T,,,,,,,,,,T,,,,,T,,,,,,,T,,,,,,,,,,,T,,,
102,103,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,T,,,,,,,,,,T,,,,,,,,,,,T,,,
103,104,2022,,,,S,,,,,S,T,,,,T,,,,,,,,T,,,T,,,T,,,,,,T,,,,,,,,,,,,T,,,
104,105,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,T,,,,,,,,,,T,,,,,,,,,,,,,,
105,106,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,T,,,,,,T,,,
106,107,2022,,,,S,,,,,,T,T,,S,,,,,,,,,,T,,,,,T,,,,,,,T,,,,,T,,,,,,S,,,
107,108,2022,,,,D,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,109,2022,,,,M,,,,,,M,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,
109,110,2022,,,,M,,,,,,M,T,,,,,,,,,,,,,,,,,,,T,,,,,T,,T,,,T,,,,,,,,,
110,111,2022,,,,D,,,,,T,D,T,,S,,,,,,,,,T,,,,,,,,,,,,,,,,,,T,,,,T,,S,,,
111,112,2022,,,,M,,,,,,M,T,,T,,,,,,,,,,T,,T,,,,,,,,,,T,,T,,,,,,,,,T,T,,
112,113,2022,,,,S,,,,,,S,S,,,,,,,,,,,T,T,,S,,,,,,,,,,S,,,,,,,,,,,S,T,,
113,114,2022,,,,S,,,,,,S,,,,,,,,,,,T,T,T,,S,,,,,,,,,,T,,,,,,,,,,,,T,,
114,115,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,T,,,,,,,,,,T,,,,,,,,,,,,,,
115,116,2022,,,,S,,,,,,S,,,,,,,,,,,T,T,,,T,,,,,,,,,,T,,,,,,,,,,,,T,,
116,117,2022,,,,D,,,,,T,M,T,,,,,,,,,,T,T,,,S,,,T,,,,,,,T,,T,,,T,,,,T,,,T,,
117,118,2022,,,,S,,,,,,T,T,,S,,,,,,,,,,,,T,,,,,,,,,,T,,,,,,,,,,,T,,,
118,119,2022,,,,M,,,,,,S,T,,T,T,,,,,,,T,T,,,T,,,,,,,,,,T,,T,,,,,,,,,S,T,,
119,120,2022,,,,S,,,,,,S,T,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,T,T,,
120,121,2022,,,,D,,,,,,T,,,M,,,,,,,,,,,,,,,T,,,,,,,S,,,,,,,,,,,S,T,,
121,122,2022,,,,S,,,,,S,,,,,,,,,,,,,,T,,T,,,T,,,T,,,,,,,,,,,,,,,,,,
122,123,2022,,,,S,,,,,,,T,,T,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,
123,124,2022,,,,S,,,,,,,,,,T,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
124,125,2022,,,,S,,,,,,T,,,,,,,,,,,,S,,,T,,,,,,,,,,,,,,T,,,,,T,,,T,,
125,126,2022,,,,S,,,,,T,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,
126,127,2022,,,,M,,,,,,,T,,,,,,,,,,,,,,M,,,S,,,T,,,,,,,,,T,,,,,,,,,
127,128,2022,,,,M,,,,,,T,,,S,,,,,,,,,T,,,,,,,,,,,,,S,,,,,,,,,,,S,T,,
128,129,2022,,,,S,,,,,,S,T,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
129,130,2022,,,,M,,,,,,S,,,T,,,,,,,,,T,,,,T,,,,,,,,T,,,,,,,,,,,,,,,
130,131,2022,,,,M,,,,,,S,,,S,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,T,T,,
131,132,2022,,,,T,,,,,T,,T,,,,,,,,,,,T,,,T,,,,,,,,,,,,,,,,,,,,,T,,,
132,133,2022,,,,S,,,,,,,T,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,
133,134,2022,,,,S,,,,,,T,T,,,T,,,,,,,,S,,,T,,,,,,,,,,,,,,,T,,,,,,,T,,
134,135,2022,,,,S,,,,,,T,,,,T,,,,,,,,S,T,,,,,,,,,,,,,,,T,T,,T,,,,,,T,,
135,136,2022,,,,D,,,,,,,T,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,
136,137,2022,,,,T,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,138,2022,,,,S,,,,,,S,T,,T,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,T,,,,,
138,139,2022,,,,D,,,,,,M,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,
139,140,2022,,,,M,,,,,,M,T,,,,,,,,,,,,,,,T,,,,T,,,,,,,,,,,,,,,,,T,,
140,141,2022,,,,M,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,T,,,
141,142,2022,,,,M,,,,,S,S,T,,,,,,,,,,,,T,,,,,T,,,,,,,T,,S,,,T,,,,T,,,T,,
142,143,2022,,,,M,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,
143,144,2022,,,,M,,,,,,M,,,,,,,,,,,,T,,,,,,,,,,,,,S,,,,,,,,,,,,,,
144,145,2022,,,,S,,,,,S,S,T,,,,,,,,,,,,T,,,,,T,,,,,,,T,,,,,,,,,,,T,T,,
145,146,2022,,,,D,,,,,M,S,S,,T,,,,,,,,,,T,,T,,,T,,,,,,,S,,T,,,T,,,,,,,T,,
146,147,2022,,,,S,,,,,,S,T,,T,S,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,
147,148,2022,,,,S,,,,,,T,T,,,,,,,,,,,S,,,,,,T,,,,,,,,,,,T,,,,,,,,,,
148,149,2022,,,,M,,,,,,S,,,,,,,,,,,,,T,,M,,,T,,,,,,,,,,,,,,,,,,,,,
149,150,2022,,,,S,,,,,,T,,,,,,,,,,,,,T,,S,,,,,,T,,,,,,,,,,,,,,,,T,,
150,151,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,T,,
151,152,2022,,,,M,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,153,2022,,,,D,,,,,S,S,,,,T,,,,,,,,,,,S,,,T,,,,,,,T,,,,,T,,,,,,,T,,
153,154,2022,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,155,2022,,,,S,,,,,,T,T,,,T,,,,,,,,S,,,,,,T,,,,,,,,,,,,,,,,,,,T,,
